Tag(English),Tag(Japanese)
sleep_bubble,眠りの泡
peace_symbol,平和のシンボル
flower_over_eye,片目に花
cardigan_vest,カーディガンベスト
acoustic_guitar,アコースティックギター
green_tea,緑茶
bridal_legwear,花嫁のレッグウェア
hand_gesture,手のジェスチャー
cartoon_bone,漫画の骨
yellow-tinted_eyewear,黄色がかった眼鏡
striped_hoodie,縞模様のパーカー
flaming_sword,燃える剣
wallet,財布
opened_by_self,自分で開けた
naked_scarf,裸にスカーフ
bean_bag_chair,ビーズクッション
bunny_day,イースター
tongs,トング
usekh_collar,ウセフカラー
dudou,肚兜
"don't_say_""lazy""","「Don't say ""lazy""」"
cross-laced_sleeves,クロスレースの袖
warning_sign,警告標識
green_tunic,緑色のチュニック
otter_ears,カワウソの耳
purple_hakama,紫色の袴
affectionate,愛情のこもった
pectoral_press,大胸筋プレス
green_tank_top,緑色のタンクトップ
windowsill,窓枠
hand_under_shirt,シャツの下に手
tire,タイヤ
beam_saber,ビームサーベル
tail_around_own_leg,自分の脚に尻尾を巻きつける
skirt_basket,スカートバスケット
white_romper,白いロンパース
strapless_one-piece_swimsuit,ストラップレスのワンピース水着
stalk_in_mouth,口にくわえた茎
sitting_backwards,後ろ向きに座る
implied_fellatio,示唆されたフェラチオ
youtou_high_school_uniform,陽東高校の制服
long_earlobes,長い耳たぶ
panzer_iv,四号戦車
two-handed_handjob,両手でのハンドジョブ
henshin,変身
baton_(conducting),指揮棒 (指揮)
sauna,サウナ
searchlight,サーチライト
narration,ナレーション
vietnamese_dress,ベトナムのドレス
dashed_eyes,ダッシュされた目
licking_armpit,脇を舐める
sparrow,スズメ
hole,穴
low-braided_long_hair,低く編んだ長い髪
long_neck,長い首
arm_above_head,頭の上に腕
lace-trimmed_hairband,レース飾りのヘアバンド
linked_piercing,リンクされたピアス
very_wide_shot,非常にワイドなショット
wheat,小麦
dog_penis,犬のペニス
hoodie_lift,パーカーを持ち上げる
bear_costume,クマのコスチューム
snowflake_background,雪の結晶の背景
squeans,スクーンズ
grand_piano,グランドピアノ
green_belt,緑色のベルト
crotchless_pantyhose,クロッチレスパンティーストッキング
arms_between_legs,脚の間に腕
acorn,ドングリ
hammock,ハンモック
dithering,ディザリング
thermos,魔法瓶
looking_through_legs,脚の間から見る
omikuji,おみくじ
snow_rabbit,雪うさぎ
swinging,スイング
galaxy,銀河
centauroid,タルス
wringing_clothes,服を絞る
holding_branch,枝を持つ
shorts_around_one_leg,片脚にショートパンツ
team_9,チーム9
troll_face,トロールフェイス
dirty_feet,汚れた足
ad,広告
character_age,キャラクターの年齢
aqua_neckerchief,水色のネッカチーフ
boxcutter,カッターナイフ
multiple_legs,複数の脚
holding_remote_control,リモコンを持つ
urethral_insertion,尿道挿入
eldritch_abomination,エルドリッチアボミネーション
nose_ring,鼻輪
masochism,マゾヒズム
paper_crane,折り鶴
through_medium,媒体を通して
h&k_ump,H&K UMP
hair_dryer,ヘアドライヤー
super_saiyan_1,超サイヤ人1
anzio_military_uniform,アンツィオ高校の軍服
jacket_pull,ジャケットを引っ張る
maneki-neko,招き猫
kissing_penis,ペニスにキスする
bokken,木刀
bound_together,縛られている
cross-laced_dress,クロスレースのドレス
credits,クレジット
polka_dot_shirt,水玉模様のシャツ
infinity_symbol,無限大のシンボル
underbutt,アンダーバット
underpec,アンダーペック
fur_cloak,毛皮のマント
holding_skull,頭蓋骨を持つ
four-leaf_clover_hair_ornament,四つ葉のクローバーの髪飾り
bowlegged_pose,ガニ股のポーズ
deformed,変形した
potara_earrings,ポタラ
detached_hair,離れた髪
animal_on_arm,腕に動物
bag_of_chips,ポテトチップスの袋
dragging,引きずる
dissolving,溶けていく
storefront,店先
grey_leotard,灰色のレオタード
hand_mirror,手鏡
messy_room,散らかった部屋
handstand,逆立ち
glaive_(polearm),グレイブ (ポールアーム)
double_dildo,ダブルディルド
cheek_pull,頬を引っ張る
print_necktie,柄物のネクタイ
parka,パーカー
shell_necklace,貝殻のネックレス
head_only,頭のみ
zora,ゾーラ族
ultra_ball,ウルトラボール
how_to,方法
height_chart,身長計
dvd_cover,DVDのカバー
holding_sex_toy,セックストイを持つ
cephalopod_eyes,頭足類の目
blue_bandana,青いバンダナ
runny_makeup,崩れたメイク
apron_lift,エプロンを持ち上げる
long_beard,長いひげ
orange_belt,オレンジ色のベルト
koi,鯉
aurora,オーロラ
white_lily,白いユリ
kinchaku,巾着
falchion_(fire_emblem),ファルシオン (ファイアーエムブレム)
light_machine_gun,軽機関銃
animal_slippers,動物のスリッパ
camouflage_headwear,迷彩柄の頭飾り
licking_foot,足を舐める
grave,墓
penguin_hood,ペンギンのフード
crocs,クロックス
jacket_over_swimsuit,水着の上にジャケット
crumbs,パンくず
rope_belt,ロープベルト
virgin_killer_outfit,ヴァージンキラーアウトフィット
japari_bun,ジャパリまん
polar_bear,ホッキョクグマ
no_mask,マスクなし
keystone,キーストーン
shoulder_sash,肩のサッシュ
airship,飛行船
valkyrie,ヴァルキリー
misunderstanding,誤解
symbolism,象徴主義
fur_boots,毛皮のブーツ
flower_bracelet,花のブレスレット
star_ornament,星の飾り
energy_cannon,エネルギー砲
kiwi_(fruit),キウイ (果物)
onion,タマネギ
checkered_sash,市松模様のサッシュ
fanning_self,うちわで扇ぐ
hands_on_ground,地面に手をつく
yellow_sweater_vest,黄色いセーターベスト
melon_bread,メロンパン
purple_cardigan,紫色のカーディガン
forced_orgasm,強制オーガズム
bass_clef,ヘ音記号
anchor_necklace,錨のネックレス
striped_hairband,縞模様のヘアバンド
ankle_grab,足首を掴む
brown_bra,茶色のブラ
tokisadame_school_uniform,時定高校の制服
floating_card,浮いているカード
multiple_riders,複数のライダー
nib_pen_(object),付けペン (物)
sailor_senshi,セーラー戦士
bike_shorts_under_shorts,ショートパンツの下のバイクショーツ
net,網
facebook_username,Facebookのユーザー名
hat_with_ears,耳付きの帽子
puff_and_slash_sleeves,パフ＆スラッシュの袖
pixelated,ピクセル化された
stitched_mouth,縫われた口
anglerfish,アンコウ
gokkun,ごっくん
red_feathers,赤い羽
gymnastics,体操
bunching_hair,髪を束ねる
ears_visible_through_hair,髪から見える耳
rounded_corners,丸い角
themed_object,テーマのあるオブジェクト
stone_stairs,石の階段
half_mask,半面マスク
note,音符
print_sleeves,プリント柄の袖
glowing_tattoo,光るタトゥー
foam,泡
green_scrunchie,緑色のシュシュ
trigram,八卦
karaoke,カラオケ
tape_measure,巻尺
duckling,アヒルの子
hanasakigawa_school_uniform,花咲川女子学園の制服
windmill,風車
bagged_fish,袋に入った魚
melon,メロン
thick_mustache,太い口ひげ
coin_on_string,紐の上のコイン
gaming_chair,ゲーミングチェア
hand_on_leg,脚に手を置く
forehead_tattoo,額のタトゥー
clear_sky,澄んだ空
bulletin_board,掲示板
roundel,ラウンデル
covered_testicles,覆われた睾丸
argyle_sweater,アーガイルセーター
sand_castle,砂の城
hospital_gown,病院のガウン
steak,ステーキ
araki_hirohiko_(style),荒木飛呂彦 (スタイル)
ear_protection,耳の保護
clothes_tug,服を引っ張る
pinned,押さえつけられた
diamond_hairband,ダイヤモンドのヘアバンド
onesie,ロンパース
rhodes_island_logo_(arknights),ロドスアイランドのロゴ (アークナイツ)
telstar,テルスター
mmm_threesome,mmmスリーサム
green_armband,緑色の腕章
group_hug,グループハグ
voile,ボイル
splatter,スプラッター
polka_dot_scrunchie,水玉模様のシュシュ
varia_suit,バリアスーツ
hand_rest,ハンドレスト
double_\m/,ダブル \m/
shrimp_tempura,エビの天ぷら
watching_television,テレビを見ている
holding_breath,息を止める
two-tone_coat,ツートーンのコート
cherry_hair_ornament,サクランボの髪飾り
sukajan,スカジャン
ace_of_hearts,ハートのエース
stats,ステータス
character_signature,キャラクターのサイン
sugar_cube,角砂糖
ink_(medium),インク (媒体)
hands_on_hilt,柄に手を置く
golf_club,ゴルフクラブ
platform_boots,プラットフォームブーツ
floating_weapon,浮いている武器
panicking,パニックになっている
winding_key,巻き鍵
above_clouds,雲の上
looking_at_food,食べ物を見ている
wa_lolita,和ロリ
striped_one-piece_swimsuit,縞模様のワンピース水着
cat_costume,猫のコスチューム
electric_plug,電気プラグ
extra_faces,余分な顔
hand_on_headphones,ヘッドホンに手を置く
boy_sandwich,ボーイサンドイッチ
bear_tail,クマの尻尾
stripper,ストリッパー
copy_ability,コピー能力
jaguar_tail,ジャガーの尻尾
hitodama_print,人魂のプリント
v-shaped_eyes,V字型の目
rabbit_hat,ウサギの帽子
track_and_field,陸上競技
energy_beam,エネルギービーム
testicle_sucking,睾丸を吸う
anal_fluid,アナル液
thick_beard,濃いひげ
dwarf,ドワーフ
paper_stack,紙の束
yellow_border,黄色い枠
martial_arts_belt,武道帯
bib,よだれかけ
invisible_man,透明人間
personality_switch,人格の切り替え
fur-trimmed_collar,毛皮の襟飾り
shared_speech_bubble,共有された吹き出し
pet,ペット
paint_splatter_on_face,顔のペンキスプラッター
hands_on_another's_thighs,他人の太ももに手を当てる
zodiac,十二宮
hugging_tail,尻尾を抱きしめる
sports_bra_lift,スポーツブラを持ち上げる
hand_on_wall,壁に手を置く
game_boy,ゲームボーイ
surcoat,サークコート
bath_stool,風呂の椅子
catchphrase,決まり文句
single_thigh_boot,片方の太もも丈ブーツ
teardrop_tattoo,ティアードロップタトゥー
breast_poke,乳房を突く
raimon_soccer_uniform,雷門サッカー部のユニフォーム
heart_pendant,ハートのペンダント
strawberry_panties,イチゴのパンティー
high_tops,ハイカットシューズ
sitting_on_table,テーブルの上に座る
plaid_bra,チェック柄のブラ
sleeve_grab,袖を掴む
colored_text,色付きのテキスト
panty_lift,パンティーを持ち上げる
no_mole,ほくろなし
blood_bag,血液バッグ
ankle_wrap,足首の包帯
male_underwear_pull,男性の下着を引っ張る
oversized_limbs,大きすぎる手足
missile_pod,ミサイルポッド
print_hoodie,プリント柄のパーカー
green-tinted_eyewear,緑色がかった眼鏡
dress_swimsuit,ドレス水着
crane_game,クレーンゲーム
flower_brooch,花のブローチ
united_states,アメリカ合衆国
p90,P90
nanodesu_(phrase),〜なのです (フレーズ)
cum_in_container,容器の中の精液
triplets,三つ子
cross-laced_legwear,クロスレースのレッグウェア
popped_button,はじけたボタン
canopy_bed,天蓋付きベッド
minotaur,ミノタウロス
candlelight,キャンドルの光
salad,サラダ
tumblr_username,Tumblrのユーザー名
parrot,オウム
sneezing,くしゃみ
finger_frame,フィンガーフレーム
on_roof,屋根の上
before_and_after,ビフォーアフター
wheelbarrow,手押し車
racecar,レースカー
dressing_another,他の人に着せる
elvaan,エルヴァーン
radish,大根
ornament,飾り
perfume_bottle,香水瓶
star_guardian_(league_of_legends),スターガーディアン (リーグ・オブ・レジェンズ)
blue_shawl,青いショール
afterglow,アフターグロウ
butterfly_brooch,蝶のブローチ
diamond_hair_ornament,ダイヤモンドの髪飾り
white_sarong,白いサロン
elephant,ゾウ
precum_drip,プレカムの滴り
cum_inflation,精液インフレーション
inflatable_raft,インフレータブルラフト
heart_on_chest,胸の上のハート
kamiyama_high_school_uniform_(project_sekai),神山高校の制服 (プロジェクトセカイ)
green_one-piece_swimsuit,緑色のワンピース水着
kagami_mochi,鏡餅
split_theme,分割されたテーマ
purple_tongue,紫色の舌
wavy_eyes,波打つ目
x3,x3
testicle_grab,睾丸を掴む
puppy,子犬
shell_hair_ornament,貝殻の髪飾り
grey_serafuku,灰色のセーラー服
lace-trimmed_thighhighs,レース飾りの太もも丈ソックス
crane_(animal),ツル (動物)
orange_cape,オレンジ色のケープ
heart-shaped_eyes,ハート形の目
american_flag_print,アメリカ国旗のプリント
skirt_flip,スカートをめくる
kotoyoro,ことよろ
ehoumaki,恵方巻
severed_limb,切断された手足
chain_headband,チェーンのヘッドバンド
massage,マッサージ
futasub,フタサブ
holding_frying_pan,フライパンを持つ
dirt,汚れ
ghost_pose,ゴーストポーズ
orange_leotard,オレンジ色のレオタード
bicycle_basket,自転車のかご
sling_bikini_top,スリングビキニトップ
adapted_uniform,改変されたユニフォーム
spanish_text,スペイン語のテキスト
ass-to-ass,アナル・トゥ・アナル
kabuto_(helmet),兜 (ヘルメット)
planet_hair_ornament,惑星の髪飾り
hair_color_connection,髪の色の繋がり
mat,マット
text_messaging,テキストメッセージ
patchwork_clothes,パッチワークの服
ball_and_chain_restraint,ボールとチェーンの拘束具
hat_on_back,後ろ向きの帽子
watermelon_slice,スイカの一切れ
oversized_breast_cup,大きすぎるブラカップ
lap_pillow_invitation,膝枕のお誘い
holding_teapot,ティーポットを持つ
head_on_chest,胸の上に頭を置く
hishaku,柄杓
pants_under_skirt,スカートの下のパンツ
arm_between_legs,脚の間の腕
pearl_hair_ornament,パールの髪飾り
leaf_umbrella,葉っぱの傘
hungry,空腹
hand_on_own_ear,自分の耳に手を当てる
unworn_bikini_bottom,着ていないビキニのボトム
popsicle_in_mouth,口にくわえたポプシクル
punk,パンク
milky_way,天の川
multicolored_hairband,多色のヘアバンド
wet_towel,濡れたタオル
drop-shaped_pupils,雫形の瞳孔
skull_necklace,スカルネックレス
pagoda,パゴダ
purple_serafuku,紫色のセーラー服
western_comics_(style),西洋コミック (スタイル)
in_palm,手のひらの中
implied_fingering,示唆された指差し
mitre,ミトラ
hand_over_eye,目に手をかざす
frilled_jacket,フリルのジャケット
sayagata,紗綾形
license_plate,ナンバープレート
breaking,壊れている
penis_on_ass,尻の上にペニス
two-finger_salute,2本指の敬礼
aqua_bra,水色のブラ
blue_pajamas,青いパジャマ
moth,ガ
smoke_trail,煙の軌跡
beetle,カブトムシ
frozen,凍っている
anchor_choker,錨のチョーカー
cheekbones,頬骨
polka_dot_ribbon,水玉模様のリボン
ribbon_braid,リボン編み
red_curtains,赤いカーテン
peony_(flower),ボタン (花)
halter_shirt,ホルターシャツ
mummy,ミイラ
red_sports_bra,赤いスポーツブラ
zeon,ジオン
shotgun_shell,ショットガンの弾
alternate_wings,別の翼
crocodilian,クロコダイル
nudist,ヌーディスト
naked_tabard,裸のタバード
meta,メタ
sideless_kimono,サイドレス着物
single_knee_pad,片方の膝パッド
long_shirt,長袖シャツ
whiskey,ウイスキー
season_connection,季節のつながり
v_over_mouth,口にV
maid_day,メイドの日
multiple_scars,複数の傷跡
apartment,アパート
mount_fuji,富士山
segmented_comic,セグメント化されたコミック
fidgeting,そわそわ
penis_in_panties,パンティーにペニス
adam's_apple,アダムのリンゴ
saliva_drip,唾液の滴り
cross-laced_slit,クロスレースのスリット
witch_(madoka_magica),魔女（魔法少女まどか☆マギカ）
card_parody,カードパロディ
hand_on_another's_hand,他人の手に手を置く
cute_&_girly_(idolmaster),キュート＆ガーリー（アイドルマスター）
syrup,シロップ
orange_socks,オレンジ色の靴下
cream_on_face,顔にクリーム
joy-con,Joy-Con
butterfly_sitting,座っている蝶
flag_background,旗の背景
sam_browne_belt,サム・ブラウン・ベルト
gunblade,ガンブレード
satin_panties,サテンのパンティー
embroidery,刺繍
bullying,いじめ
pov_across_table,テーブル越しの視点
hand_on_another's_ear,他人の耳に手を置く
fishing_line,釣り糸
onii-shota,おにいショタ
ivy,ツタ
honeycomb_background,ハニカムの背景
blue_sarong,青いサロン
pink_umbrella,ピンクの傘
imperial_japanese_army,大日本帝国陸軍
broken_window,割れた窓
double_horizontal_stripe,二重の水平ストライプ
sticky_note,付箋
jetpack,ジェットパック
two-sided_skirt,両面スカート
buruma_aside,ブルマをずらす
genderswap_(otf),性転換（otf）
ferret,フェレット
blue_umbrella,青い傘
legband,レッグバンド
track_uniform,トラックユニフォーム
musical_note_print,音符柄
torture,拷問
white_day,ホワイトデー
off-shoulder_one-piece_swimsuit,オフショルダーワンピース水着
cartridge,カートリッジ
holding_wrench,レンチを持つ
army,軍隊
ring_gag,リングギャグ
hollow_eyes,虚ろな目
holding_another's_leg,他人の脚を持つ
pineapple,パイナップル
goat,ヤギ
sickle,鎌
wizard,ウィザード
soap_bottle,石鹸ボトル
decapitation,斬首
soviet,ソビエト
unworn_eyepatch,着用していない眼帯
hooded_dress,フード付きドレス
cart,カート
nipple_pull,乳首を引っ張る
keep_out,立ち入り禁止
negative_space,ネガティブスペース
japan,日本
crawling,クロール
floating_book,浮かぶ本
guard_rail,ガードレール
rabbit_costume,ウサギの衣装
seal_(animal),アザラシ
hakurei_shrine,博麗神社
holding_riding_crop,乗馬鞭を持つ
skeleton_print,骸骨柄
pectoral_focus,胸筋に焦点を当てる
tokyo_(city),東京（都市）
wataboushi,わたぼうし
huge_dildo,巨大なディルド
splattershot_(splatoon),スプラッターショット（スプラトゥーン）
glove_biting,手袋を噛む
pravda_military_uniform,プラウダ軍事制服
st._theresa's_girls_academy_school_uniform,聖テレジア女学院学校制服
lizard,トカゲ
age_comparison,年齢比較
self_hug,自分を抱きしめる
baby_bottle,哺乳瓶
st._chronica_academy_school_uniform,聖クロニカ学園学校制服
food_on_breasts,胸の上に食べ物
flying_paper,飛んでいる紙
breast_milk,母乳
chocolate_cake,チョコレートケーキ
pinstripe_suit,ピンストライプスーツ
green_cloak,緑色のマント
spaceship_hair_ornament,宇宙船の髪飾り
bowler_hat,山高帽
chi-hatan_military_uniform,知波単軍事制服
joystick,ジョイスティック
pump_action,ポンプアクション
box_art,ボックスアート
pegasus_knight_uniform_(fire_emblem),ペガサスナイトの制服（ファイアーエムブレム）
green_eyeshadow,緑色のアイシャドウ
orange_rose,オレンジ色のバラ
teeth_hold,歯で保持
mesugaki,メスガキ
ganguro,ガングロ
wallpaper_(object),壁紙
sadism,サディズム
muzzle_flash,マズルフラッシュ
cat_bag,猫バッグ
heart_lock_(kantai_collection),ハートロック（艦隊これくしょん）
cracked_floor,ひび割れた床
lipgloss,リップグロス
riyo_(lyomsnpmp)_(style),リヨ（スタイル）
pumpkin_hair_ornament,カボチャの髪飾り
bandaged_wrist,包帯を巻いた手首
holding_swimsuit,水着を持つ
mast,マスト
implied_kiss,暗黙のキス
clothesline,物干し綱
tag,タグ
spiked_hairband,スパイク付きヘアバンド
luna_nova_school_uniform,ルーナノヴァ学校制服
glass_bottle,ガラス瓶
coat_dress,コートドレス
black_sky,黒い空
tea_set,ティーセット
inkwell,インク壷
jester,ジェスター
holomyth,ホロミス
pubic_stubble,陰毛の無精ひげ
long_nose,長い鼻
stopwatch,ストップウォッチ
shoulder_belt,ショルダーベルト
holding_footwear,履物を持つ
holding_toy,おもちゃを持つ
panties_under_buruma,ブルマの下にパンティー
color_trace,カラートレース
food_art,食品アート
roots,根
pokemon_move,ポケモンの技
hugging_book,本を抱きしめる
brown_border,茶色の枠
nissin_cup_noodle,日清カップヌードル
vignetting,ビネット
marshmallow,マシュマロ
half-skirt,ハーフスカート
glock,グロック
fast_food,ファーストフード
orange_jumpsuit,オレンジ色のジャンプスーツ
flower_in_eye,目に花
midriff_sarashi,みぞおちさらし
red_track_suit,赤いトラックスーツ
k-pop,K-POP
speaking_tube_headset,スピーキングチューブヘッドセット
cum_on_eyewear,アイウェアに精液
mundane_utility,平凡なユーティリティ
grey_suit,グレーのスーツ
hooded_vest,フード付きベスト
miyamasuzaka_girls'_academy_school_uniform,宮益坂女子学園学校制服
scylla,スキュラ
bathrobe,バスローブ
variable_fighter,可変戦闘機
mole_on_body,体にホクロ
spoiler_(automobile),スポイラー（自動車）
holding_fireworks,花火を持つ
magical_boy,魔法少年
sequential,シーケンシャル
coif,コイフ
alternate_pectoral_size,交互の胸筋サイズ
chained_wrists,鎖でつながれた手首
french_flag,フランスの旗
hogwarts_school_uniform,ホグワーツ学校制服
throwing_knife,投擲ナイフ
prototype_design,プロトタイプデザイン
bikini_shorts,ビキニショーツ
bow_skirt,ボウスカート
side-tie_peek,サイドタイの覗き見
groom,新郎
tweaking_own_nipple,自分の乳首をいじる
bralines,ブラのライン
blue_camisole,青いキャミソール
behind-the-head_headphones,ヘッドホンの後ろ
credits_page,クレジットページ
gauze,ガーゼ
striped_coat,ストライプのコート
dragonfly,トンボ
holding_with_feet,足で持つ
pizza_box,ピザボックス
pelt,毛皮
chaldea_logo,カルデアのロゴ
unfastened,留められていない
merchandise,商品
greek_toe,ギリシャのつま先
black_armband,黒い腕章
adjusting_panties,パンティーを調整する
bird_print,鳥柄
shared_object_insertion,共有物の挿入
hanging_plant,ハンギングプラント
bee,ハチ
hand_on_glass,ガラスに手を置く
vertical-striped_socks,縦縞の靴下
used_condom_on_penis,ペニスに使用済みのコンドーム
plaid_ribbon,チェック柄のリボン
sparse_stubble,まばらな無精ひげ
...?,...?
webbed_hands,水かきのある手
contrast,コントラスト
virgin_destroyer_sweater,童貞を殺すセーター
vertical-striped_panties,縦縞のパンティー
skull_ornament,ドクロの飾り
training_corps_(emblem),訓練兵団（エンブレム）
print_sarong,柄のサロン
pegasus,ペガサス
cloth,布
kappa,カッパ
dock,ドック
isometric,アイソメトリック
holding_test_tube,試験管を持つ
otter,カワウソ
volleyball_net,バレーボールネット
band_uniform,バンドの制服
checkered_shirt,チェック柄のシャツ
fat_rolls,脂肪のロール
cola,コーラ
glory_wall,グローリーウォール
weapon_case,武器ケース
lowleg_skirt,ローレグスカート
fur-trimmed_shirt,ファー付きシャツ
missing_limb,失われた手足
tsab_ground_military_uniform,TSAB陸上軍事制服
super_soaker,スーパーソーカー
german_flag_bikini,ドイツの国旗ビキニ
lightning_bolt_print,稲妻柄
studded_collar,スタッズ付きカラー
hospital,病院
holding_mop,モップを持つ
headlight,ヘッドライト
bear_boy,クマの少年
toggles,トグル
blue_tabard,青いタバード
gao,ガオ
holly_hair_ornament,ヒイラギの髪飾り
pendant_watch,ペンダントウォッチ
chrysanthemum,菊
cleave_gag,裂けるギャグ
menu_board,メニューボード
mismatched_sclera,ミスマッチな強膜
swiss_roll,スイスロール
prostration,平伏
uneven_twintails,不揃いのツインテール
mutual_masturbation,相互マストurbation
exercise_ball,エクササイズボール
lyre,リラ
horseshoe,蹄鉄
lillian_girls'_academy_school_uniform,リリアン女学院学校制服
emotionless_sex,感情のないセックス
armpit_sex,脇の下セックス
covering_one_breast,片方の胸を覆う
suicide,自殺
infirmary,医務室
folded_hair,折りたたまれた髪
vertical-striped_pants,縦縞のパンツ
swastika,卍
implied_masturbation,暗黙のマストurbation
shrugging,肩をすくめる
model_kit,モデルキット
pig_ears,豚の耳
metal_skin,メタルスキン
crowbar,バール
first_aid_kit,救急箱
blood_on_leg,脚に血
stained_clothes,汚れた服
high-low_skirt,ハイロースカート
sitting_on_shoulder,肩に座る
gun_to_head,頭に銃
seatbelt,シートベルト
christmas_stocking,クリスマスストッキング
on_railing,手すりの上
tengu_mask,天狗の面
pumpkin_hat,カボチャの帽子
hand_wraps,ハンドラップ
belt_skirt,ベルトスカート
crotch_grab,股間を掴む
silver_dress,銀色のドレス
hexagon_print,六角形柄
lace-trimmed_choker,レース付きチョーカー
brown_mittens,茶色のミトン
sukusuku_hakutaku,すくすく白沢
shiny_and_normal,光沢と通常
drugged,薬を盛られた
hanami,花見
duel_disk,デュエルディスク
rei_no_pool,レイのプール
blue_hood,青いフード
naked_cloak,裸のマント
one-piece_thong,ワンピースのTバック
black_bandeau,黒いバンドゥ
paralyzer,麻痺させる
eye_black,アイブラック
orange_goggles,オレンジ色のゴーグル
z-ring,Zリング
diving,ダイビング
crt,ブラウン管
warrior,戦士
ice_cream_float,アイスクリームフロート
fingersmile,フィンガースマイル
fishnet_socks,フィッシュネットソックス
purple_collar,紫色の襟
flower_choker,フラワーチョーカー
elbow_sleeve,肘スリーブ
masu,枡
holding_heart,ハートを持つ
kousaka_kirino's_school_uniform,高坂桐乃の学校制服
cut_bangs,切り揃えられた前髪
hook,フック
tamagoyaki,玉子焼き
portal_(object),ポータル（物体）
pocky_in_mouth,口にポッキー
grey_apron,グレーのエプロン
raccoon,アライグマ
2008,2008
jiangshi_costume,キョンシーの衣装
cigarette_pack,タバコの箱
vacuum_cleaner,掃除機
cellphone_charm,携帯ストラップ
tribal_tattoo,トライバルタトゥー
easter,イースター
mizu_happi,水法被
fist_bump,拳のぶつかり合い
rubber_gloves,ゴム手袋
red_cardigan,赤いカーディガン
sewing,裁縫
eye_reflection,目の反射
photorealistic,フォトリアリスティック
holding_coin,コインを持つ
crazy_straw,クレイジーストロー
mole_under_each_eye,両目の下にホクロ
clothes_theft,服の窃盗
simulated_fellatio,シミュレーションされたフェラチオ
holding_microphone_stand,マイクスタンドを持つ
clock_eyes,時計の目
reptile_girl,爬虫類ガール
holding_chain,チェーンを持つ
restroom,トイレ
beretta_92,ベレッタ92
wrong_foot,間違った足
protecting,守る
stuffed_penguin,ペンギンのぬいぐるみ
converse,コンバース
thong_aside,Tバックをずらす
walking_on_liquid,液体のうえを歩く
gesugao,ゲス顔
knight_(chess),ナイト（チェス）
black_male_swimwear,黒い男性用水着
index_fingers_raised,人差し指を立てる
qingxin_flower,清心花
censored_text,検閲されたテキスト
hair_between_breasts,胸の間の髪
pelvic_curtain_lift,骨盤カーテンの持ち上げ
sextuplets,六つ子
toilet_stall,トイレの個室
alternate_hair_ornament,別の髪飾り
jungle,ジャングル
food_bite,食べ物をかじる
unworn_necktie,着用していないネクタイ
mutual_hug,相互ハグ
2007,2007
lying_on_lap,膝の上に横たわる
multiple_torii,複数の鳥居
brown_neckerchief,茶色のネッカチーフ
hand_on_floor,床に手を置く
kerchief,ハンカチ
saunders_school_uniform,サンダース学校制服
absolutely_everyone,絶対に全員
red_suit,赤いスーツ
red_robe,赤いローブ
holding_own_foot,自分の足を持つ
strapless_bottom,ストラップレスのボトム
wing_brooch,翼のブローチ
diagonal-striped_bowtie,斜めストライプの蝶ネクタイ
licking_ear,耳をなめる
miku_day,ミクの日
holding_drumsticks,ドラムスティックを持つ
flower_in_mouth,口に花
dorsiflexion,背屈
braiding_hair,髪を編む
aqua_kimono,水色の着物
nintendo_3ds,ニンテンドー3DS
hexagon_hair_ornament,六角形の髪飾り
vertical-striped_kimono,縦縞の着物
stitched_arm,縫い付けられた腕
pink_sash,ピンクのサッシュ
cuff_links,カフスボタン
determined,決意
checkered_dress,チェック柄のドレス
ornate_border,華やかな境界線
tri_braids,三つ編み
animal_ear_hairband,動物の耳のヘアバンド
pastry_bag,絞り袋
nyan,にゃん
measuring,測定
standard_bearer,旗手
folder,フォルダ
roasted_sweet_potato,焼き芋
<|>_<|>,<|>_<|>
grey_bowtie,グレーの蝶ネクタイ
flying_teardrops,飛んでいる涙
soft_serve,ソフトクリーム
clothed_male_nude_male,服を着た男性と裸の男性
temple,寺院
4others,他4人
toe_cleavage,つま先の谷間
antique_phone,アンティーク電話
yellow_camisole,黄色いキャミソール
miracle_mallet,打ち出の小槌
bishamonten's_spear,毘沙門天の槍
penis_over_eyes,目にペニス
bamboo_shoot,タケノコ
pointing_forward,前を指す
solid_circle_pupils,実線の円の瞳孔
prank,いたずら
loaded_interior,ロードされたインテリア
cat_mask,猫のマスク
penis_to_breast,ペニスを胸に
mannequin,マネキン
pink_gemstone,ピンクの宝石
crotch_zipper,股間のジッパー
tying,結び
shippou_(pattern),七宝（パターン）
blob,ブロブ
medieval,中世
shirt_overhang,シャツの張り出し
anemone_(flower),アネモネ
incoming_hug,来るハグ
igote,イゴテ
frog_girl,カエルガール
projectile_lactation,発射する授乳
hands_on_shoulders,肩に手を置く
carapace,甲羅
spoken_food,話された食べ物
stuffed_dog,犬のぬいぐるみ
animal_on_hand,手に動物
digital_dissolve,デジタル溶解
holding_shirt,シャツを持つ
cyrillic,キリル文字
unworn_shorts,着用していないショーツ
prison,刑務所
casino,カジノ
curly_eyebrows,巻き毛の眉毛
riding_bicycle,自転車に乗る
star-shaped_eyewear,星型のアイウェア
white_stripes,白いストライプ
chikan,痴漢
clothes_pin,洗濯バサミ
kuji-in,九字
cauldron,大釜
holed_coin,穴の開いたコイン
cat_on_shoulder,肩に猫
storm,嵐
self-harm,自傷行為
fiery_wings,燃える翼
