Tag(English),Tag(Japanese),Count
maneki-neko,招き猫,111
multi-strapped_bikini_bottom,複数ストラップビキニボトム,111
tempura,天ぷら,110
mini_wings,ミニ翼,110
plaid_headwear,チェック頭装飾,110
open_window,開いた窓,110
green_choker,緑のチョーカー,110
food_in_mouth,口の中の食べ物,110
over_shoulder,肩越し,110
tied_up_(nonsexual),縛られている（非性的）,109
pussy_juice_puddle,愛液の水たまり,109
red_moon,赤い月,109
bead_bracelet,ビーズブレスレット,109
claw_(weapon),爪（武器）,109
shirt_in_mouth,シャツをくわえる,109
bolo_tie,ボロタイ,109
assisted_exposure,補助露出,109
purple_sleeves,紫の袖,109
tachibana_kanade,立華かなで,109
pancake_stack,パンケーキの山,109
corpse,死体,108
spring_onion,ネギ,108
cross_earrings,クロスイヤリング,108
bracer,ブレイサー,108
shoelaces,靴紐,108
jougasaki_mika,城ヶ崎美嘉,108
pinching_sleeves,袖をつまむ,108
egg_(food),卵（食品）,108
fake_horns,偽の角,108
cactus,サボテン,107
finger_on_trigger,引き金に指,107
leg_hair,脚毛,107
bandaid_on_hand,手のバンドエイド,107
tatara_kogasa,多々良小傘,107
lowleg_bikini,ローレグビキニ,107
holding_box,箱を持っている,107
camisole_lift,キャミソールを上げる,107
grey_apron,グレーのエプロン,107
yellow_sclera,黄色の強膜,106
mechanical_tail,機械の尾,106
single_earring,片耳ピアス,106
holding_removed_eyewear,外した眼鏡保持,106
seductive_smile,誘惑的微笑み,106
syringe,注射器,106
shirt_tug,シャツを引っ張る,106
holding_bra,ブラジャーを持つ,106
crazy_eyes,狂気の目,106
jealous,嫉妬,105
snake,蛇,105
vibrator_cord,バイブのコード,105
overgrown,伸び放題,105
butter,バター,105
kiseru,煙管,105
panda,パンダ,105
forehead_jewel,額の宝石,105
sample_watermark,サンプル透かし,105
afro,アフロ,105
toothbrush,歯ブラシ,105
viewer_holding_leash,鑑賞者がリードを持つ,104
temple,寺院,104
solid_oval_eyes,塗りつぶし楕円目,104
fff_threesome,三人組女性,104
between_fingers,指の間,104
snorkel,シュノーケル,104
scar_on_cheek,頬の傷跡,104
energy_ball,エネルギー玉,104
cyborg,サイボーグ,104
ramune,ラムネ,104
o-ring_thigh_strap,Oリング腿ストラップ,104
full_beard,完全なひげ,104
red_skin,赤い肌,104
volleyball,バレーボール,103
matou_sakura,間桐桜,103
ankle_cuffs,足首枷,103
nintendo_ds,ニンテンドーDS,103
yellow_belt,黄色ベルト,103
tail_wagging,尾振り,103
scope,スコープ,103
whiskey,ウイスキー,103
holding_whip,鞭を持っている,103
variations,バリエーション,102
desert,砂漠,102
american_flag_print,アメリカ国旗のプリント,102
dirty_face,汚れた顔,102
vertical-striped_pants,縦縞のパンツ,102
toggles,トグル,102
on_lap,膝の上,102
hand_on_another's_thigh,他人の太ももに手を置く,102
tearing_up,涙ぐんで,101
evil_grin,邪悪な笑み,101
single_horn,一本角,101
bow_(music),弓（音楽）,101
cabbage,キャベツ,101
high_kick,ハイキック,101
ornate_ring,華やかな指輪,101
non-humanoid_robot,非人型ロボット,101
impaled,貫かれた,101
striped_tail,縞模様の尾,101
obijime,帯締め,101
neon_trim,ネオントリム,101
fast_food,ファーストフード,101
pectoral_cleavage,胸筋の谷間,101
megurine_luka,巡音ルカ,101
bright_pupils,輝く瞳孔,100
title_parody,タイトルのパロディ,100
dark_background,暗い背景,100
red_umbrella,赤い傘,100
koshimizu_sachiko,輿水幸子,100
frilled_camisole,フリルのキャミソール,100
trigger_discipline,トリガー規律,100
holding_ladle,おたまを持っている,99
holding_water_gun,水鉄砲を持っている,99
bruise_on_face,顔のあざ,99
black_babydoll,黒いベビードール,99
red_socks,赤い靴下,99
high-waist_shorts,ハイウエストショーツ,99
orange_gloves,オレンジの手袋,99
blue_sports_bra,青いスポーツブラ,99
messy,乱雑,98
orange_hairband,オレンジのヘアバンド,98
missile_pod,ミサイルポッド,98
scooter,スクーター,98
rei_no_pool,レイのプール,98
goggles_on_headwear,頭装備のゴーグル,98
tada_riina,多田李衣菜,98
pointless_condom,無意味なコンドーム,98
spoken_musical_note,音声音符,98
belt_boots,ベルト付きブーツ,98
black_neckerchief,黒いネッカチーフ,98
string,紐,98
holding_broom,箒保持,98
drum_(container),ドラム缶 (容器),98
kirisame_marisa,霧雨魔理沙,98
poring,ポリン,97
voyeurism,盗撮趣味,97
missile,ミサイル,97
lemon,レモン,97
coffee_mug,コーヒーマグ,97
sunrise,日の出,97
cracked_skin,ひび割れた肌,97
thigh_holster,太ももホルスター,97
extra_eyes,追加の目,97
seamed_legwear,縫い目レッグウェア,97
inset,挿入図,96
st._louis_(azur_lane),セントルイス(アズールレーン),96
jougasaki_rika,城ヶ崎莉嘉,96
kagamine_rin,鏡音リン,96
weapon_over_shoulder,肩に武器,96
fang_out,牙を出して,96
blood_from_eyes,目から血,96
green-tinted_eyewear,緑色がかった眼鏡,96
bird_on_shoulder,肩の上の鳥,96
houndstooth,千鳥格子,95
high_side_ponytail,高いサイドポニー,95
izumi_sagiri,和泉紗霧,95
goldfish,金魚,95
syrup,シロップ,95
siro_(dennou_shoujo_youtuber_siro),電脳少女シロ,95
arm_around_shoulder,肩に腕を回す,95
beamed_eighth_notes,八分音符,95
dress_flower,ドレスの花,95
black_armor,黒い鎧,95
furry_male,ケモノ男性,95
flower_bracelet,花のブレスレット,94
track_uniform,トラックユニフォーム,94
looking_afar,遠くを見て,94
cracked_floor,ひび割れた床,94
covered_face,顔隠し,94
beer_can,ビール缶,93
paper_airplane,紙飛行機,93
drumsticks,ドラムスティック,93
bread_slice,食パンスライス,93
braided_bangs,編み込み前髪,93
fidgeting,そわそわ,93
naked_bandage,裸に包帯,93
head-mounted_display,ヘッドマウントディスプレイ,93
wide_shot,ワイドショット,93
reverse_trap,リバーストラップ,93
clothes_between_breasts,乳房の間の服,93
blood_in_hair,髪の血,93
heart-shaped_chocolate,ハート型チョコ,93
heart_tattoo,ハートのタトゥー,93
huge_penis,巨大ペニス,92
unicorn_(azur_lane),ユニコーン（アズールレーン）,92
aiguillette,アギュレット,92
high-waist_pantyhose,ハイウエストパンスト,92
alice_margatroid,アリス・マーガトロイド,92
pinching,摘む,92
style_parody,スタイルパロディ,92
bandage_over_one_eye,片目包帯,92
pulling_another's_clothes,他人の服を引っ張る,92
cat_paws,猫の肉球,92
._.,･ω･ (困惑・無表情),91
cheek_pinching,頰をつねる,91
clothed_female_nude_female,服を着た女性と裸の女性,91
bismarck_(kancolle),ビスマルク（艦これ）,91
pier,桟橋,91
remilia_scarlet,レミリア・スカーレット,91
archery,アーチェリー,91
plunging_neckline,深い襟ぐり,91
kuji-in,九字,91
maebara_keiichi,前原圭一,91
looking_at_food,食べ物を見ている,91
holding_smoking_pipe,パイプを持っている,91
flats,フラットシューズ,91
alley,路地,91
keyboard_(instrument),キーボード（楽器）,91
ryona,リョナ,90
doll_joints,人形関節,90
glory_wall,グローリーウォール,90
ring_gag,リングギャグ,90
akiyama_mio,秋山澪,90
flat_color,フラットカラー,90
copyright_notice,著作権表示,90
grey_scarf,灰色スカーフ,90
shiba_inu,柴犬,90
holding_frying_pan,フライパンを持つ,90
sideways,横向き,90
mannequin,マネキン,90
mobile_suit,モビルスーツ,90
torch,トーチ,90
bulletproof_vest,防弾チョッキ,90
motorcycle_helmet,バイクヘルメット,90
thick_thighs,太い太もも,90
torn_bodysuit,破れたボディスーツ,90
nitta_minami,新田美波,90
ninja_mask,忍者マスク,90
two-tone_legwear,ツートーン脚衣,90
tanabata,七夕,89
waving_arms,腕を振る,89
web_address,ウェブアドレス,89
nintendo_switch,ニンテンドースイッチ,89
sakazuki,盃,89
hiding,隠れる,89
unaligned_breasts,非対称な乳房,89
halloween_costume,ハロウィン衣装,89
emiya_kiritsugu,衛宮切嗣,88
flower_wreath,花冠,88
flute,フルート,88
nose_bubble,鼻の泡,88
fighting,戦闘,88
full_armor,全身鎧,88
playstation_portable,プレイステーション・ポータブル,88
sleeve_grab,袖を掴む,88
megaphone,メガホン,88
clothesline,物干し綱,88
coke-bottle_glasses,分厚いレンズの眼鏡,88
lace-trimmed_dress,レース縁ドレス,88
rabbit_girl,ウサギ娘,87
attack,攻撃,87
reverse_grip,逆手持ち,87
diaper,おむつ,87
turtle,亀,87
cucumber,キュウリ,87
zzz,睡眠中,87
van,バン,87
pudding,プリン,86
mushroom,キノコ,86
in_box,箱の中,86
rubbing_eyes,目をこする,86
dreaming,夢を見ている,86
split_mouth,裂けた口,86
sideburns,もみあげ,86
tented_shirt,テント状シャツ,86
tinted_eyewear,色付き眼鏡,86
asuna_(sao),アスナ（SAO）,86
single_vertical_stripe,一本縦縞,86
soup,スープ,86
goblin,ゴブリン,85
hino_akane_(idolmaster),日野茜(アイドルマスター),85
heart_in_mouth,口にハート,85
very_dark_skin,非常に濃い肌,85
squirrel,リス,85
thick_beard,濃いひげ,85
lolidom,ロリドム,85
nebula,星雲,85
holding_pillow,枕を持っている,85
white_fur,白い毛皮,85
campfire,キャンプファイヤー,84
toast,トースト,84
muzzle_flash,マズルフラッシュ,84
holly,柊,84
painting_(medium),絵画（媒体）,84
lock,錠,84
beach_towel,ビーチタオル,84
hot_dog,ホットドッグ,84
pink_sleeves,ピンクの袖,84
anus_peek,肛門覗き見,84
magatama,勾玉,84
heart_brooch,ハートブローチ,84
tanzaku,短冊,84
anastasia_(idolmaster),アナスタシア（アイドルマスター）,84
blood_on_arm,腕に付いた血,84
lettuce,レタス,84
anime_coloring,アニメ塗り,84
raincoat,レインコート,83
bone_hair_ornament,骨の髪飾り,83
exercise_ball,エクササイズボール,83
scratching_head,頭をかく,83
whistle,ホイッスル,83
full_nelson,フルネルソン,83
paddle,パドル,83
headlight,ヘッドライト,83
\m/,メタルサイン,83
pole,棒,83
bleeding,出血,83
jumping,ジャンプして,83
heart-shaped_pillow,ハート形枕,83
doughnut_hair_bun,ドーナツ髷,83
purple_gemstone,紫の宝石,83
green_vest,緑のベスト,83
blue_serafuku,青セーラー服,83
shippou_(pattern),七宝（パターン）,83
holding_gift,贈り物を持って,83
holding_fruit,果物を保持,83
cum_in_clothes,服の中の精液,83
onion,タマネギ,82
plate_armor,プレートアーマー,82
moroboshi_kirari,諸星きらり,82
black_suit,黒スーツ,82
anchor_symbol,アンカーシンボル,82
blue_wings,青い翼,82
shuriken,手裏剣,82
armored_leotard,装甲レオタード,82
dolphin,イルカ,82
holding_ribbon,リボンを持つ,82
see-through_dress,透けドレス,82
dango,団子,82
throwing,投擲,82
asymmetrical_hair,非対称髪型,81
freckles,そばかす,81
bead_necklace,ビーズネックレス,81
holding_sheath,鞘を持っている,81
black_theme,黒テーマ,81
red_wings,赤い翼,81
galaxy,銀河,81
petting,撫でる,81
bathhouse,浴場,81
animal_penis,動物の陰茎,81
pouring,注ぐ,81
clothes_pin,洗濯バサミ,81
color_trace,カラートレース,81
yui_(angel_beats!),ユイ(Angel Beats!),81
suzumiya_haruhi,涼宮ハルヒ,80
bowl_cut,おかっぱ頭,80
spiked_club,とげ付き棍棒,80
stuffed_penguin,ペンギンのぬいぐるみ,80
head_back,頭を後ろに,80
lightning_bolt_symbol,稲妻記号,80
;(,;(,80
hand_on_another's_arm,他人の腕に手を置く,80
visible_air,見える空気,80
koizumi_itsuki,古泉一樹,80
x_x,x_x（顔文字）,80
sheet_music,楽譜,80
variable_fighter,可変戦闘機,80
wooden_bucket,木のバケツ,79
porch,玄関ポーチ,79
on_person,人の上,79
colored_pubic_hair,色付き陰毛,79
grey_neckerchief,灰色のネッカチーフ,79
black_bodysuit,黒いボディスーツ,79
pine_tree,松の木,79
sperm_cell,精子細胞,79
gohei,御幣,79
giant,巨人,79
alien,エイリアン,79
warning_sign,警告標識,79
dice_hair_ornament,サイコロ髪飾り,79
dreadlocks,ドレッドロックス,79
forehead-to-forehead,おでこ同士を合わせる,79
tropical_drink,トロピカルドリンク,79
blood_stain,血痕,79
dust,ほこり,78
unworn_shirt,未着用シャツ,78
ojou-sama_pose,お嬢様ポーズ,78
spoken_sweatdrop,セリフ汗,78
shoulder_cannon,肩の大砲,78
holding_scissors,ハサミを持っている,78
cow_ears,牛の耳,78
eyewear_hang,眼鏡をかける,78
kissing_cheek,頬へのキス,78
chocolate_on_breasts,胸の上のチョコレート,77
yin_yang,陰陽,77
mace,メイス,77
scouter,スカウター,77
puppet,人形,77
multiple_others,複数の他人,77
popcorn,ポップコーン,77
medal,メダル,77
single_hair_ring,単一ヘアリング,77
hooded_capelet,フード付きケープ,77
different_reflection,異なる反射,77
duel_monster,デュエルモンスター,77
rubble,瓦礫,77
skull_and_crossbones,ドクロ印,77
brown_cape,茶色ケープ,77
kindergarten_uniform,幼稚園制服,77
partially_colored,部分的着色,77
cat_ear_headphones,猫耳ヘッドホン,77
rose_petals,バラの花びら,77
pink_ascot,ピンクアスコット,76
see-through_sleeves,透け袖,76
sand_sculpture,砂の彫刻,76
sakura_kyoko,佐倉杏子,76
pumpkin_hair_ornament,カボチャの髪飾り,76
topknot,トップノット,76
phonograph,蓄音機,76
pizza,ピザ,76
!!,驚愕,76
yellow_sash,黄色のサッシュ,76
fisheye,魚眼レンズ,76
cowboy_hat,カウボーイハット,76
leg_hold,脚を抱える,76
anegasaki_nene,姉ヶ崎寧々,76
baseball,野球,76
digimon_(creature),デジモン(生物),76
freediving,フリーダイビング,76
lenna_charlotte_tycoon,レナ・シャルロット・タイクーン,76
averting_eyes,目をそらす,76
puffy_shorts,パフショーツ,75
shrugging,肩をすくめる,75
animalization,動物化,75
yellow_ascot,黄色いアスコットタイ,75
holly_hair_ornament,ヒイラギの髪飾り,75
holding_another's_foot,他人の足を持つ,75
stick,棒,75
sticky_note,付箋,75
yellow_headwear,黄色頭装具,75
torn_gloves,破れた手袋,75
thick_mustache,太い口ひげ,75
gears,歯車,75
ovum,卵子,75
money,お金,75
sakuma_mayu,佐久間まゆ,75
closet,クローゼット,75
sack,袋,74
naked_sweater,ニットのみ,74
v-neck,Vネック,74
pool_of_blood,血だまり,74
knight_(chess),ナイト（チェス）,74
bokken,木刀,74
pasta,パスタ,74
lily_(flower),ユリ(花),74
santa_claus,サンタクロース,74
corn,トウモロコシ,74
arms_around_waist,腰に腕を回す,74
bunching_hair,髪を束ねる,74
mahjong,麻雀,74
used_condom_on_penis,ペニスに使用済みのコンドーム,74
sand_castle,砂の城,73
ikari_shinji,碇シンジ,73
debris,瓦礫,73
fertilization,受精,73
folder,フォルダ,73
needle,針,73
potato,ジャガイモ,73
checkered_legwear,チェック柄のレッグウェア,73
checkered_kimono,チェック着物,73
whipped_cream,ホイップクリーム,73
purple_ascot,紫色のアスコット,73
spandex,スパンデックス,73
argyle_sweater,アーガイルセーター,73
wolf_boy,狼少年,73
brown-framed_eyewear,茶枠の眼鏡,73
round-bottom_flask,丸底フラスコ,73
holding_shield,盾保持,73
holding_leash,リードを持っている,73
hayami_kanade,速水奏,73
circle_formation,円形フォーメーション,73
graffiti,落書き,73
strawberry_shortcake,ストロベリーショートケーキ,73
holding_ice_cream,アイスクリームを持っている,73
string_of_flags,旗の列,73
shower_(place),シャワー室,72
4koma,4コマ,72
costume,コスチューム,72
crane_(animal),ツル (動物),72
soft_serve,ソフトクリーム,72
tomoe_mami,巴マミ,72
wolf_girl,オオカミ娘,72
cellphone_charm,携帯ストラップ,72
warship,軍艦,72
fried_egg,目玉焼き,72
french_text,フランス語テキスト,72
silver_dress,銀色のドレス,72
impregnation,受精,72
skeleton,骨格,72
goggles_around_neck,首にゴーグル,72
madotsuki,窓付き,71
claw_pose,爪ポーズ,71
doorway,戸口,71
assault_rifle,アサルトライフル,71
blue_collar,青い襟,71
excessive_cum,過剰な精液,71
open_collar,オープンカラー,71
tohno_akiha,遠野秋葉,71
torn_jeans,破れたジーンズ,71
orange_slice,オレンジスライス,71
hexagon,六角形,71
tail_wrap,尾で巻き付く,71
isometric,アイソメトリック,71
size_difference,サイズ差,71
untucked_shirt,インしないシャツ,71
fur-trimmed_thighhighs,ファー付きのニーソックス,71
oar,オール,71
after_rape,レイプ後,71
giving,与える,70
ugly_man,醜男,70
jester_cap,ジェスター帽,70
storm,嵐,70
hairpin,かんざし,70
extra_arms,追加の腕,70
joystick,ジョイスティック,70
purple_coat,紫のコート,70
summer,夏,70
licking_another's_face,他人の顔を舐める,70
ejaculating_while_penetrated,挿入中射精,70
kigurumi,着ぐるみ,69
hoshi_syoko,星輝子,69
stream,小川,69
broken,壊れた,69
fur_hat,毛皮帽,69
honeycomb_(pattern),蜂の巣模様,69
light_censor,薄い修正,69
kashiwazaki_sena,柏崎星奈,69
oni,鬼,69
pawn_(chess),ポーン（チェス）,69
long_fingernails,長い爪,69
side-by-side,並んで,69
high-low_skirt,ハイロースカート,68
honda_mio,本田未央,68
snowball,雪玉,68
playing_with_own_hair,自分の髪をいじる,68
hair_dryer,ヘアドライヤー,68
grocery_bag,買い物袋,68
dark_clouds,暗い雲,68
fishing,釣り,68
bandage_on_face,顔の包帯,68
leg_between_thighs,太ももの間の脚,68
holding_notebook,ノートを持つ,68
dougi,道着,68
patterned_background,模様背景,68
eyeball,眼球,68
takamachi_nanoha,高町なのは,68
flailing,ばたつき,68
mob_cap,モブキャップ,68
flight_deck,飛行甲板,68
taur,ケンタウロス型,67
mecha_focus,メカに焦点を当てる,67
condom_in_mouth,口内コンドーム,67
tape_on_nipples,乳首にテープ,67
riding_bicycle,自転車に乗る,67
armchair,アームチェア,67
power_armor,パワードアーマー,67
white_mask,白い仮面,67
looking_ahead,前方を見て,67
crane_(machine),クレーン（機械）,67
orange_vest,オレンジのベスト,67
messy_room,散らかった部屋,67
breast_tattoo,胸のタトゥー,67
radish,大根,67
holding_sign,看板を持っている,67
wet_skirt,濡れたスカート,67
wrench,レンチ,67
strapless_shirt,ストラップレストップ,67
multicolored_eyes,二色の瞳,66
kafuu_chino,香風智乃,66
cupcake,カップケーキ,66
multicolored_cape,多色のケープ,66
cursor,カーソル,66
bishounen,美少年,66
rocket_launcher,ロケットランチャー,66
military_jacket,ミリタリージャケット,66
love_letter,ラブレター,66
beam_rifle,ビームライフル,66
glowing_butterfly,光る蝶,66
diagonal-striped_bowtie,斜めストライプの蝶ネクタイ,66
pentagram,五芒星,66
roswaal_mansion_maid_uniform,ロズワール邸メイド服,65
yellow_leotard,黄色レオタード,65
demon,悪魔,65
vertical-striped_shorts,縦縞のショートパンツ,65
sausage,ソーセージ,65
yellow_camisole,黄色いキャミソール,65
corruption,堕落,65
grapes,ぶどう,65
pervert,変態,65
covering_one_eye,片目を覆う,65
cow_girl,牛の女の子,65
pirate,海賊,65
bursting_breasts,はち切れ乳房,65
sunburst,サンバースト,65
tent,テント,65
tail_ring,尻尾の輪,65
bad_food,粗悪な食べ物,64
brown_hairband,茶髪バンド,64
punk,パンク,64
front-print_panties,フロントプリントパンティー,64
grill,グリル,64
brown_kimono,茶色の着物,64
multiple_hairpins,複数のヘアピン,64
fujiwara_no_mokou,藤原妹紅,64
jellyfish,クラゲ,64
lamia,ラミア,64
undershirt,アンダーシャツ,64
rash_guard,ラッシュガード,64
calendar_(medium),カレンダー（媒体）,64
string_of_fate,運命の赤い糸,64
cup_ramen,カップラーメン,64
grey_bowtie,グレーの蝶ネクタイ,64
kousaka_honoka,高坂穂乃果,64
birdcage,鳥かご,64
red_armor,赤い鎧,64
tongs,トング,64
aviator_sunglasses,アビエイターサングラス,64
exercise,運動,63
animal_on_lap,膝の上の動物,63
kinchaku,巾着,63
vertical-striped_socks,縦縞の靴下,63
holding_fishing_rod,釣り竿を持っている,63
whale,クジラ,63
sunburst_background,太陽光背景,63
diving_mask_on_head,頭上にダイビングマスク,63
holding_hat,帽子保持,63
ribbed_sleeves,リブ付き袖,63
dress_swimsuit,ドレス水着,63
cast,キャスト,63
broccoli,ブロッコリー,63
female_pervert,女性変態,63
kazami_yuuka,風見幽香,63
adjusting_legwear,脚衣を直す,63
united_states,アメリカ合衆国,63
hanami,花見,63
shrimp_tempura,エビの天ぷら,62
kyuudou,弓道,62
ankle_garter,アンクルガーター,62
monkey,猿,62
talons,鉤爪,62
other_focus,他者焦点,62
anti-materiel_rifle,対物ライフル,62
sewing,裁縫,62
aqua_kimono,水色の着物,62
hand_on_another's_neck,他人の首に手を置く,62
kamiya_nao,神谷奈緒,62
cum_in_container,容器の中の精液,62
alternate_hair_length,別の髪の長さ,62
cow_costume,牛の衣装,62
black_male_swimwear,黒い男性用水着,62
stadium,スタジアム,62
brown_bowtie,茶色の蝶ネクタイ,62
yumi_(bow),弓,62
blue_sweater_vest,青いセーターベスト,62
dirty_clothes,汚れた服,62
imminent_anal,寸前のアナル,62
asymmetrical_sleeves,非対称袖,62
orange_leotard,オレンジ色のレオタード,62
blueberry,ブルーベリー,61
bus,バス,61
tabard,タバード,61
flexible,柔軟,61
kanabou,金棒,61
japanese_flag,日の丸,61
brand_name_imitation,ブランド名模倣,61
nervous_smile,緊張した笑顔,61
rice_paddy,田んぼ,61
naoe_riki,直枝理樹,61
handkerchief,ハンカチ,61
hakurei_shrine,博麗神社,61
swim_cap,スイムキャップ,61
ears_down,耳を下げて,61
head_bump,頭のこぶ,61
blood_on_knife,ナイフの血,61
holding_axe,斧を持っている,60
destruction,破壊,60
white_mittens,白いミトン,60
multicolored_swimsuit,多色水着,60
cow_tail,牛の尾,60
totoki_airi,十時愛梨,60
o-ring_swimsuit,Oリング水着,60
shared_earphones,イヤホンを共有,60
meiji_schoolgirl_uniform,明治女学生服,60
doujin_cover,同人誌カバー,60
fake_facial_hair,偽ひげ,60
ohtsuki_yui,大槻唯,60
multicolored_skirt,多色スカート,60
panties_on_head,頭の上のパンティ,60
surreal,シュール,60
suspenders_slip,サスペンダーが滑る,60
cecilia_alcott,セシリア・オルコット,60
grid_background,グリッド背景,59
scowl,しかめ面,59
sailor_bikini,セーラービキニ,59
ashtray,灰皿,59
combat_boots,コンバットブーツ,59
v-shaped_eyes,V字型の目,59
cream_on_face,顔にクリーム,59
tulip,チューリップ,59
cupping_hands,手をすぼめる,59
green_collar,緑の襟,59
implied_kiss,暗黙のキス,59
wafer_stick,ウエハーススティック,59
circle_name,サークル名,59
dotted_line,点線,59
whispering,ささやく,59
holstered,ホルスター装着,59
naked_cloak,裸のマント,59
kochiya_sanae,東風谷早苗,59
watching_television,テレビを見ている,59
hands_on_hilt,柄に手を置く,58
photorealistic,フォトリアリスティック,58
pointing_up,上を指差し,58
baseball_mitt,野球ミット,58
toned,引き締まった,58
official_alternate_hairstyle,公式別髪型,58
heart_pendant,ハートのペンダント,58
weapon_on_back,背中の武器,58
incoming_gift,贈り物が届く,58
purple_pantyhose,紫のパンスト,58
raccoon_ears,アライグマ耳,58
hydrangea,アジサイ,58
voice_actor,声優,58
village,村,58
butterfly_wings,蝶の羽,58
blue_sarong,青いサロン,58
censored_nipples,修正乳首,58
beak,くちばし,58
license_plate,ナンバープレート,58
c:,c: (にこやか),58
elbows_on_table,テーブルに肘をつく,58
legwear_garter,ガーターベルト,58
shoe_soles,靴底,58
black_sports_bra,黒スポーツブラ,58
cleaver,クリーバー,58
duck,アヒル,58
shoulder_holster,ショルダーホルスター,58
uneven_eyes,左右非対称な目,58
brown_socks,茶ソックス,58
brown_hoodie,茶色フーディー,58
logo_parody,ロゴのパロディ,58
fake_mustache,付けひげ,58
satin,サテン,58
nintendo_3ds,ニンテンドー3DS,57
micro_shorts,ミクロショーツ,57
tripping,つまずく,57
traditional_bowtie,伝統的蝶ネクタイ,57
gift_box,ギフトボックス,57
cocktail_glass,カクテルグラス,57
pie,パイ,57
fishnet_socks,フィッシュネットソックス,57
contemporary,現代風,57
see-through_shirt,透けシャツ,57
plectrum,ピック,57
green_gloves,緑の手袋,57
kousaka_reina,高坂麗奈,57
prison,刑務所,57
grey_tank_top,灰色のタンクトップ,57
broken_window,割れた窓,57
public_use,公共での使用,57
dark_persona,闇の人格,57
kanzashi,簪,57
middle_finger,中指立て,57
nakano_azusa,中野梓,57
hoto_cocoa,保登心愛,57
trash_bag,ゴミ袋,57
bandaid_on_nose,鼻の絆創膏,57
cat_costume,猫のコスチューム,57
kazano_hiori,風野灯織,56
wet_swimsuit,濡れた水着,56
thigh_belt,腿ベルト,56
upshirt,シャツを持ち上げる,56
incoming_hug,来るハグ,56
drum_set,ドラムセット,56
machine_gun,機関銃,56
album_cover,アルバムカバー,56
quarter_note,四分音符,56
high_collar,ハイカラー,56
rag,ボロ布,56
dress_tug,ドレスを引っ張る,56
kiwi_(fruit),キウイ (果物),56
holding_paintbrush,絵筆を持っている,56
pulled_by_self,自分で引っ張って,56
cutting_hair,髪を切る,56
cross_print,十字プリント,56
camouflage_pants,迷彩パンツ,56
sonozaki_mion,園崎魅音,56
origami,折り紙,56
hand_on_another's_ear,他人の耳に手を置く,55
bipod,バイポッド,55
dog_penis,犬のペニス,55
propeller,プロペラ,55
turnaround,振り返り,55
caustics,光の屈折,55
blur_censor,ぼかし修正,55
huge_nipples,巨大乳首,55
race_queen,レースクイーン,55
coin,硬貨,55
perspective,遠近法,55
bookmark,しおり,55
cirno,チルノ,55
holding_helmet,ヘルメットを持っている,55
steak,ステーキ,55
ankle_wrap,足首の包帯,55
hiiragi_tsukasa,柊つかさ,55
bagged_fish,袋に入った魚,54
in_the_face,顔面に,54
very_wide_shot,非常にワイドなショット,54
humping,腰を振る,54
roots,根,54
strapless_one-piece_swimsuit,ストラップレスのワンピース水着,54
paw_print_background,肉球プリント背景,54
holding_violin,ヴァイオリンを持っている,54
hand_on_forehead,額に手を当てる,54
winry_rockbell,ウィンリィ・ロックベル,54
photo_inset,写真挿入,54
screw,ねじ,54
spiked_bracelet,スパイクブレスレット,54
leaf_print,葉模様,54
yellow_sleeves,黄色の袖,54
heel_up,かかとを上げる,54
bear_panties,クマのパンティー,54
turban,ターバン,53
on_scooter,スクーターに乗る,53
helicopter,ヘリコプター,53
huge_ass,巨大な尻,53
improvised_gag,即席の猿轡,53
weighing_scale,秤,53
looking_over_eyewear,眼鏡越しに見る,53
thighhighs_under_boots,ブーツ下太ももハイ,53
pond,池,53
stitched_mouth,縫われた口,53
large_pectorals,大胸筋,53
self_hug,自分を抱きしめる,53
glomp,飛びつきハグ,53
doyagao,どや顔,53
through_medium,媒体を通して,53
venus_symbol,女性記号,53
midorikawa_nao,緑川なお,53
medium_skirt,中丈スカート,53
explosive,爆発物,53
grey_ribbon,灰色のリボン,53
green_capelet,緑のケープレット,53
green_hakama,緑の袴,52
spot_color,スポットカラー,52
twitching,ぴくつき,52
two-sided_fabric,両面生地,52
spacesuit,宇宙服,52
mixed-language_text,混合言語テキスト,52
eye_reflection,目の反射,52
defeat,敗北,52
scar_across_eye,目にかかる傷跡,52
ear_biting,耳を噛む,52
aqua_necktie,アクアネクタイ,52
leather_jacket,革ジャン,52
illyasviel_von_einzbern,イリヤスフィール・フォン・アインツベルン,52
opening_door,ドアを開ける,51
winged_arms,翼のある腕,51
reindeer,トナカイ,51
unworn_bikini_bottom,着ていないビキニのボトム,51
vial,小瓶,51
incoming_attack,攻撃が来る,51
blanc_(neptunia),ブラン(ネプテューヌ),51
shell_casing,薬莢,51
leotard_under_clothes,服下レオタード,51
grabbing_another's_ear,他人の耳を掴む,51
holding_brush,ブラシを持っている,51
breast_poke,乳房を突く,51
o-ring_choker,Oリングチョーカー,51
large_penis,巨大な陰茎,51
ass-to-ass,アナル・トゥ・アナル,51
adjusting_swimsuit,水着を直す,51
ryuuguu_rena,竜宮レナ,51
gun_to_head,頭に銃,51
grey_belt,灰色のベルト,51
unconscious,無意識,51
kotomine_kirei,言峰綺礼,51
diffraction_spikes,光芒,51
pince-nez,鼻眼鏡,50
holding_hammer,ハンマーを持っている,50
no_shirt,ノーシャツ,50
calligraphy_brush,筆,50
melon_bread,メロンパン,50
